sample_id,sleepprotocol,hoursawake,circadianphase,ARNTL,NR1D1,PER3,ATF1,PUF60,EIF3M
GSM969129,Sleep Restriction,22.5,0,15378.0,10018.0,4019.5,305.0,5774.0,21739.5
GSM969130,Sleep Restriction,25.5,3,16195.0,9915.5,4324.0,386.5,6287.5,17844.5
GSM969131,Sleep Restriction,28.5,6,31172.5,12729.0,5160.0,401.0,10272.0,28800.5
GSM969132,Sleep Restriction,31.5,9,26108.5,13138.0,4955.5,343.0,8898.5,21224.5
GSM969133,Sleep Restriction,34.5,12,16038.0,11453.5,3994.5,267.0,5755.5,15522.0
GSM969134,Sleep Extension,7.5,-12,27414.0,5124.0,4140.5,233.0,6470.5,19508.0
GSM969135,Sleep Extension,10.5,-9,47604.5,10294.0,5223.5,414.0,11595.0,34477.4
GSM969136,Sleep Extension,13.5,-6,37368.0,11630.5,5992.5,550.0,7934.5,34192.6
GSM969137,Sleep Extension,16.5,-3,25393.5,8787.5,5294.5,374.0,6350.0,26507.0
GSM969138,Sleep Extension,19.5,0,32511.0,10874.0,6470.5,469.0,8186.5,35803.6
GSM969139,Sleep Extension,22.5,3,31656.5,12160.0,6505.0,460.0,9389.0,33249.6
GSM969140,Sleep Extension,25.5,6,30404.5,12084.0,5580.0,425.0,6918.0,25075.5
GSM969141,Sleep Extension,28.5,9,72846.0,14254.5,7153.0,604.5,13960.0,45774.3
GSM969142,Sleep Extension,31.5,12,43471.0,9725.0,5902.5,511.0,9321.0,32641.0
GSM969143,Sleep Extension,34.5,15,62852.0,12049.5,6376.5,350.0,12588.0,66528.9
GSM969144,Sleep Restriction,7.5,-12,50608.0,10488.5,6619.0,551.0,11760.5,61922.7
GSM969145,Sleep Restriction,10.5,-9,28202.0,7987.0,4302.0,315.0,5926.5,32066.0
GSM969146,Sleep Restriction,13.5,-6,48963.0,12229.0,6489.0,530.0,10665.5,52185.5
GSM969147,Sleep Restriction,16.5,-3,33760.0,10743.5,5704.0,370.0,10557.0,39598.0
GSM969148,Sleep Restriction,19.5,0,31258.0,9367.5,5811.5,432.0,8424.0,37172.9
GSM969149,Sleep Restriction,22.5,3,41207.5,12723.0,7161.5,516.0,10371.0,42861.6
GSM969150,Sleep Restriction,25.5,6,35736.0,10734.0,5924.5,512.5,8274.0,35218.0
GSM969151,Sleep Restriction,28.5,9,20643.5,5968.0,3802.5,222.0,4445.0,13011.0
GSM969152,Sleep Restriction,31.5,12,13417.0,4193.5,3372.5,175.0,2391.5,7688.5
GSM969153,Sleep Restriction,34.5,15,34162.5,6564.5,4270.0,298.0,6543.5,23695.0
GSM969154,Sleep Extension,7.5,-12,10673.0,9251.5,3329.5,182.5,3180.5,8001.0
GSM969155,Sleep Extension,10.5,-9,11727.5,10117.0,3168.5,200.0,3702.5,7655.0
GSM969156,Sleep Extension,13.5,-6,19775.5,8981.0,3591.5,239.0,5451.5,20779.0
GSM969157,Sleep Extension,16.5,-3,11912.0,7501.5,3667.0,185.0,3848.0,8450.0
GSM969158,Sleep Extension,19.5,0,11672.5,9039.5,3665.0,181.0,3722.5,8943.0
GSM969159,Sleep Extension,22.5,3,13890.0,10128.5,3847.0,233.0,4428.5,12495.0
GSM969160,Sleep Extension,25.5,6,12881.0,12392.5,3553.0,209.5,3238.0,9552.5
GSM969161,Sleep Extension,28.5,9,15305.5,12307.5,3599.0,196.5,3387.5,7904.5
GSM969162,Sleep Extension,31.5,12,19457.5,10597.0,3670.0,213.0,4416.5,11603.0
GSM969163,Sleep Extension,34.5,15,11786.0,12393.0,3501.5,157.5,3063.0,6982.5
GSM969164,Sleep Restriction,7.5,-12,19341.5,14643.5,3855.5,376.5,6369.5,18312.0
GSM969165,Sleep Restriction,10.5,-9,12103.0,10428.0,3514.0,183.5,3789.0,8466.0
GSM969166,Sleep Restriction,13.5,-6,13012.5,22115.5,4383.5,277.0,5306.5,8123.0
GSM969167,Sleep Restriction,16.5,-3,16366.0,16699.0,4021.0,301.0,6054.0,14820.5
GSM969168,Sleep Restriction,19.5,0,10303.0,6168.5,3388.5,148.5,3454.0,6781.0
GSM969169,Sleep Restriction,22.5,3,11576.5,16583.5,4451.5,234.0,4940.0,6136.5
GSM969170,Sleep Restriction,25.5,6,17009.0,17704.5,4677.5,270.0,5287.5,12656.5
GSM969171,Sleep Restriction,28.5,9,11573.5,16526.0,4537.5,209.0,4505.5,5059.5
GSM969172,Sleep Restriction,31.5,12,14692.0,18902.0,4887.5,208.0,4681.5,6273.5
GSM969173,Sleep Restriction,34.5,15,14672.5,16772.0,3919.0,189.0,4270.5,5885.5
GSM969174,Sleep Extension,7.5,-12,16886.5,6044.5,3814.0,236.0,5035.0,15736.5
GSM969175,Sleep Extension,16.5,-3,14017.5,6607.0,3787.0,225.0,4186.0,14573.0
GSM969176,Sleep Extension,19.5,0,19271.5,7530.0,4536.0,316.0,5828.0,23315.0
GSM969177,Sleep Extension,22.5,3,15599.0,7814.5,4459.5,276.0,5904.5,16570.5
GSM969178,Sleep Extension,25.5,6,11236.0,6181.5,3652.0,228.0,4289.5,9453.0
GSM969179,Sleep Extension,28.5,9,14672.5,6576.5,3804.5,232.0,4570.0,12504.5
GSM969180,Sleep Extension,31.5,12,13648.5,5229.5,3383.0,191.5,3849.5,8799.0
GSM969181,Sleep Extension,34.5,15,13435.5,6223.5,3436.0,207.0,4217.5,9681.0
GSM969182,Sleep Restriction,7.5,-15,23849.0,8636.5,4945.5,337.0,6950.0,20738.0
GSM969183,Sleep Restriction,10.5,-12,13689.5,6562.0,3502.5,236.5,4479.5,12247.0
GSM969184,Sleep Restriction,13.5,-9,26973.0,9574.5,4588.0,274.5,8151.0,22739.5
GSM969185,Sleep Restriction,16.5,-6,19571.0,9110.5,4602.0,328.0,7817.0,17114.5
GSM969186,Sleep Restriction,19.5,-3,20939.5,7583.0,4561.0,313.5,6879.5,20850.5
GSM969187,Sleep Restriction,22.5,0,20108.5,9156.0,4717.0,305.0,5966.5,20450.5
GSM969188,Sleep Restriction,25.5,3,19400.0,11065.5,4790.5,361.0,7149.0,18235.5
GSM969189,Sleep Restriction,28.5,6,19326.5,10160.0,4459.5,277.0,6330.0,13674.0
GSM969190,Sleep Restriction,31.5,9,23034.5,8619.5,4164.5,269.5,5905.5,14076.5
GSM969191,Sleep Restriction,34.5,12,23253.0,7809.5,3977.5,225.0,5127.0,15446.5
GSM969192,Sleep Extension,7.5,-12,18126.0,9937.5,4619.5,319.5,5281.0,15197.5
GSM969193,Sleep Extension,10.5,-9,24385.0,9192.5,5183.5,371.0,6620.0,23067.0
GSM969194,Sleep Extension,13.5,-6,18772.5,10807.0,4727.0,348.0,5533.0,16020.0
GSM969195,Sleep Extension,16.5,-3,17364.0,10953.5,5056.5,278.0,6492.5,15850.0
GSM969196,Sleep Extension,19.5,0,16273.0,12005.5,5219.5,367.0,5400.0,15586.0
GSM969197,Sleep Extension,22.5,3,10072.0,13488.0,4451.0,331.0,4151.0,9212.0
GSM969198,Sleep Extension,25.5,6,20527.0,13231.5,4626.0,269.0,4454.5,10663.5
GSM969199,Sleep Extension,28.5,9,23389.0,11005.5,4293.5,291.5,5648.0,12659.0
GSM969200,Sleep Extension,31.5,12,22847.0,11685.5,4304.5,215.0,5260.5,11366.0
GSM969201,Sleep Extension,34.5,15,38048.5,12736.0,5491.5,444.5,7304.0,30581.0
GSM969202,Sleep Restriction,7.5,-15,13525.0,8143.5,3860.5,217.0,4214.0,12675.0
GSM969203,Sleep Restriction,10.5,-12,12306.0,7086.5,3657.5,186.0,3539.0,10190.0
GSM969204,Sleep Restriction,13.5,-9,11710.0,8744.0,3702.0,197.0,3352.0,8790.0
GSM969205,Sleep Restriction,16.5,-6,12856.0,7521.5,3732.5,211.0,4391.0,10966.0
GSM969206,Sleep Restriction,19.5,-3,11741.0,7677.0,3921.0,167.0,4243.5,9888.0
GSM969207,Sleep Restriction,22.5,0,12611.0,6947.0,3928.5,175.0,3620.5,10398.5
GSM969208,Sleep Restriction,25.5,3,9330.0,6652.5,3811.0,233.5,3451.0,8502.0
GSM969209,Sleep Restriction,28.5,6,13244.5,6326.5,3739.5,178.0,3183.0,8729.0
GSM969210,Sleep Restriction,31.5,9,13685.5,7145.5,3742.5,178.0,3700.5,8451.0
GSM969211,Sleep Restriction,34.5,12,13142.0,6845.0,3561.0,136.0,3002.0,7773.5
GSM969212,Sleep Extension,7.5,-12,19222.5,5973.0,3922.0,280.0,4200.5,14308.0
GSM969213,Sleep Extension,10.5,-9,24441.5,8652.5,4528.0,339.0,6591.5,18596.0
GSM969214,Sleep Extension,13.5,-6,20612.0,8230.0,4440.0,337.5,6837.5,17396.5
GSM969215,Sleep Extension,16.5,-3,22310.0,8746.0,5121.5,422.5,7632.5,21142.0
GSM969216,Sleep Extension,19.5,0,17136.5,8993.0,4864.0,347.0,5994.5,17105.5
GSM969217,Sleep Extension,22.5,3,17795.0,8336.0,4899.0,314.5,6690.5,18658.5
GSM969218,Sleep Extension,25.5,6,17563.0,7823.0,4546.5,365.0,5784.0,15831.0
GSM969219,Sleep Extension,28.5,9,18240.5,8039.5,4164.5,316.5,5604.5,13988.5
GSM969220,Sleep Extension,31.5,12,14678.5,6220.5,3635.5,274.0,4542.0,10263.5
GSM969221,Sleep Extension,34.5,15,18374.0,6786.5,3764.0,286.0,4942.0,13722.0
GSM969222,Sleep Extension,7.5,-12,13688.5,10160.0,4154.5,352.0,4163.0,11468.0
GSM969223,Sleep Extension,10.5,-9,35338.0,11534.0,5874.0,466.5,9307.0,28339.0
GSM969224,Sleep Extension,13.5,-6,28434.0,9841.5,5482.5,475.0,7245.0,22927.0
GSM969225,Sleep Extension,16.5,-3,22426.0,8360.5,5348.0,359.0,5874.5,18376.0
GSM969226,Sleep Extension,19.5,0,46731.0,18246.0,8898.0,689.5,14809.5,44790.0
GSM969227,Sleep Extension,22.5,3,30320.5,15249.5,6635.5,521.0,9077.5,24792.0
GSM969228,Sleep Extension,25.5,6,32283.0,14533.5,6021.0,513.5,7501.0,23904.0
GSM969229,Sleep Extension,28.5,9,43096.5,13744.5,6264.5,598.0,11839.5,31883.1
GSM969230,Sleep Extension,31.5,12,33898.0,13315.5,5490.5,526.5,10157.0,23405.5
GSM969231,Sleep Extension,34.5,15,25944.0,11324.0,4900.5,354.0,7169.0,16859.0
GSM969232,Sleep Restriction,7.5,-15,30732.0,15746.5,6506.0,498.5,8345.5,27144.5
GSM969233,Sleep Restriction,10.5,-12,31432.0,14197.5,5998.0,441.0,9585.0,28530.0
GSM969234,Sleep Restriction,13.5,-9,43441.0,12852.5,6806.0,598.0,12604.0,37865.2
GSM969235,Sleep Restriction,16.5,-6,25810.0,12874.5,5635.0,532.5,7391.0,24047.5
GSM969236,Sleep Restriction,25.5,3,34560.5,16335.5,7633.5,649.0,11991.5,33599.5
GSM969237,Sleep Restriction,28.5,6,34049.5,14740.5,7218.0,632.0,10729.0,30743.0
GSM969238,Sleep Restriction,31.5,9,26509.5,13934.0,5554.5,494.0,8110.0,20929.5
GSM969239,Sleep Restriction,34.5,12,23578.0,12901.0,5022.5,356.0,8633.0,17136.5
GSM969240,Sleep Extension,7.5,-12,46618.0,17609.5,5631.0,785.0,15271.0,30460.0
GSM969241,Sleep Extension,10.5,-9,43182.0,18352.5,5707.5,921.0,14444.0,27577.5
GSM969242,Sleep Extension,13.5,-6,44523.0,19247.5,5945.0,855.0,14547.0,30172.0
GSM969243,Sleep Extension,16.5,-3,27475.0,10530.5,4734.5,365.0,7733.5,24393.0
GSM969244,Sleep Extension,19.5,0,48211.5,20767.5,9323.5,900.0,16552.5,36717.1
GSM969245,Sleep Extension,22.5,3,49027.0,16928.0,6668.0,823.0,16316.0,37872.9
GSM969246,Sleep Extension,25.5,6,42401.5,17019.0,6065.0,610.0,14631.0,24932.5
GSM969247,Sleep Extension,28.5,9,53952.5,19082.0,5753.0,834.5,15010.0,26680.0
GSM969248,Sleep Extension,31.5,12,38349.0,15142.5,4808.5,618.0,11279.5,22098.5
GSM969249,Sleep Extension,34.5,15,36086.5,11497.0,4973.5,541.5,8160.5,23677.0
GSM969250,Sleep Restriction,7.5,-12,56817.0,16925.0,7665.5,1023.0,15542.0,35661.0
GSM969251,Sleep Restriction,10.5,-9,45664.0,17119.5,5975.0,834.0,11917.5,29119.0
GSM969252,Sleep Restriction,13.5,-6,36434.5,15758.0,4828.5,518.0,10516.5,23966.5
GSM969253,Sleep Restriction,16.5,-3,59357.0,20398.0,7075.5,983.0,18404.5,40225.2
GSM969254,Sleep Restriction,19.5,0,61204.5,19593.0,7642.0,945.0,18114.0,41843.9
GSM969255,Sleep Restriction,22.5,3,49978.0,16053.0,7042.0,737.5,15388.0,39118.2
GSM969256,Sleep Restriction,25.5,6,46584.5,21566.5,5967.5,681.0,14361.0,28356.0
GSM969257,Sleep Restriction,28.5,9,63385.5,22593.0,7002.5,920.5,17400.0,35410.6
GSM969258,Sleep Restriction,31.5,12,52578.0,19473.0,6088.5,832.0,15227.5,27083.5
GSM969259,Sleep Restriction,34.5,15,39542.0,20992.0,5235.5,631.5,11038.0,22080.5
